user_id,book_id,rating,title
0,12,5,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy, #1-5)"
0,21,5,A Short History of Nearly Everything
0,30,5,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings
0,45,5,Agile Web Development with Rails: A Pragmatic Guide
0,1,5,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)"
0,3,5,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)"
0,4,5,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)"
0,5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)"
0,50,5,"Hatchet (Brian's Saga, #1)"
0,2,5,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)"
0,6,5,"Harry Potter and the Goblet of Fire (Harry Potter, #4)"
0,103,4,"God Emperor of Dune (Dune Chronicles, #4)"
0,105,4,Chapterhouse: Dune (Dune Chronicles #6)
0,106,4,Dune Messiah (Dune Chronicles #2)
0,1022863,5,Dune
0,112,4,Children of Dune (Dune Chronicles #3)
0,117,4,Heretics of Dune (Dune Chronicles #5)
0,40,5,"Cooking with Fernet Branca (Gerald Samper, #1)"
0,830,4,Snow Crash
0,835,4,"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play"
0,840,5,The Design of Everyday Things
0,857,4,Web Standards Solutions: The Markup and Style Handbook (Pioneering Series)
0,865,5,The Alchemist
0,874,5,The Kite Runner
0,1306,5,Gates Of Fire
0,1633,4,Getting Things Done: The Art of Stress-Free Productivity
0,816,5,Cryptonomicon
0,2122,5,The Fountainhead
0,1893,5,Pride and Prejudice
0,1067,5,1776
0,2265,5,It's Not About the Bike: My Journey Back to Life
0,2140,4,Blink: The Power of Thinking Without Thinking
0,2574,5,The Long Tail: Why the Future of Business Is Selling Less of More
0,2612,4,The Tipping Point: How Little Things Can Make a Big Difference
0,2618,4,The Innovator's Solution: Creating and Sustaining Successful Growth
0,2552,4,On the Road
0,122,5,"The Power of One (The Power of One, #1)"
0,2748,4,Microserfs
0,3368,4,Don't Make Me Think: A Common Sense Approach to Web Usability
0,1202,4,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)"
