user_id,book_id,rating,title
2518,3,5,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)"
2518,170165,5,Seth Speaks: The Eternal Validity of the Soul
2518,48855,5,The Diary of a Young Girl
2518,2998,5,The Secret Garden
2518,110763,5,The Gnostic Gospels
2518,743049,5,The Nag Hammadi Library
2518,104278,5,The Gospel of Judas
2518,5907,5,The Hobbit
2518,6620670,5,"The Chief (Highland Guard, #1)"
2518,7379335,5,"The Hawk (Highland Guard, #2)"
2518,3568572,5,"Highland Warrior (Campbell Trilogy, #1)"
2518,10480022,5,"The Viper (Highland Guard, #4)"
2518,7989804,5,"The Ranger (Highland Guard, #3)"
2518,12120268,5,"The Saint (Highland Guard, #5)"
2518,3568573,5,"Highland Outlaw (Campbell Trilogy, #2)"
2518,13457433,5,"The Recruit (Highland Guard, #6)"
2518,16071751,5,"The Hunter (Highland Guard, #7)"
2518,18007522,5,"The Raider (Highland Guard, #8)"
2518,3864664,5,"Highland Scoundrel (Campbell Trilogy, #3)"
2518,19288180,5,"The Arrow (Highland Guard, #9)"
2518,19104709,5,"The Knight (Highland Guard, #7.5)"
2518,23146402,5,"The Striker (Highland Guard, #10)"
2518,25101147,5,"The Rock (Highland Guard, #11)"
2518,27423084,5,"The Ghost (Highland Guard, #12)"
2518,25815200,4,"Corrupted (Russkaya Mafiya/Oath Keepers MC, #4)"
2518,25521123,4,"Relinquish (Oath Keepers MC, #3)"
2518,25367744,4,"Exposed (Russkaya Mafiya/Oath Keepers MC, #2)"
2518,25116881,4,"Secrets (Russkaya Mafiya/Oath Keepers MC, #1)"
2518,16163690,4,"Own the Wind (Chaos, #1)"
2518,18889012,5,"Wild Man (Dream Man, #2)"
2518,26889982,4,"Forsaken Control (Russkaya Mafiya/Oath Keepers MC, #5)"
2518,24704277,4,"Kick (Savage Saints MC, #1)"
2518,13068756,5,Insurgent (Divergent #2)
2518,17406183,5,"Allegiant (Divergent, #3)"
2518,9717320,5,"Divergent (Divergent, #1)"
2518,25700512,4,"Charlie Foxtrot (Code 11-KPD SWAT, #5)"
2518,18080889,4,"Worth the Fight (MMA Fighter, #1)"
2518,26016304,4,"Hate F*@k: The Complete Story (The Horus Group, #1-3)"
2518,18375518,4,"Maybe This Time (Maybe, #1)"
2518,25095546,4,"Loving Lo (Devil's Knights, #1)"
