user_id,book_id,rating,title
3075,270730,4,"Crank (Crank, #1)"
3075,270804,4,"Glass (Crank, #2)"
3075,270805,5,"Impulse (Impulse, #1)"
3075,270807,4,"Burned (Burned, #1)"
3075,5759,5,Fight Club
3075,80660,4,We Need to Talk About Kevin
3075,3,5,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)"
3075,15881,4,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)"
3075,5,4,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)"
3075,6,4,"Harry Potter and the Goblet of Fire (Harry Potter, #4)"
3075,2,4,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)"
3075,1,4,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)"
3075,136251,5,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
3075,5107,5,The Catcher in the Rye
3075,6339664,4,"Hush, Hush (Hush, Hush, #1)"
3075,22290,5,Invisible Monsters
3075,2657,4,To Kill a Mockingbird
3075,18135,4,Romeo and Juliet
3075,7937843,4,Room
3075,7604,4,Lolita
3075,4671,5,The Great Gatsby
3075,22628,5,The Perks of Being a Wallflower
3075,657371,4,Tweak: Growing Up On Methamphetamines
3075,180066,4,Beautiful Boy: A Father's Journey Through His Son's Addiction
3075,930,4,Memoirs of a Geisha
3075,8127,5,"Anne of Green Gables (Anne of Green Gables, #1)"
3075,12220,5,A Streetcar Named Desire
3075,14864,4,Plain Truth
3075,7812659,4,Safe Haven
3075,2595138,5,The Gargoyle
3075,34268,5,Peter Pan
3075,1554,5,"Oedipus Rex  (The Theban Plays, #1)"
3075,2767052,4,"The Hunger Games (The Hunger Games, #1)"
3075,10917,4,My Sister's Keeper
3075,855842,4,"The Sisterhood of the Travelling Pants (Sisterhood of the Traveling Pants, #1)"
3075,592089,4,"The Bar Code Tattoo (Bar Code, #1)"
3075,24770,4,"Uglies (Uglies, #1)"
3075,24768,4,"Pretties (Uglies, #2)"
3075,609407,4,Sister to the Wolf
3075,971726,4,Huis Clos
