user_id,book_id,rating,title
2063,4989,5,The Red Tent
2063,597790,4,The Children of Húrin
2063,5907,4,The Hobbit
2063,34,5,"The Fellowship of the Ring (The Lord of the Rings, #1)"
2063,18512,5,"The Return of the King (The Lord of the Rings, #3)"
2063,15241,5,"The Two Towers (The Lord of the Rings, #2)"
2063,33,5,"The Lord of the Rings (The Lord of the Rings, #1-3)"
2063,761575,4,House Atreides (Prelude to Dune #1)
2063,20253,4,House Harkonnen (Prelude to Dune #2)
2063,20252,4,House Corrino (Prelude to Dune #3)
2063,1128178,4,The Zookeeper's Wife
2063,682804,5,"The Killer Angels (The Civil War Trilogy, #2)"
2063,29925,4,"Gods and Generals (The Civil War Trilogy, #1)"
2063,77203,4,The Kite Runner
2063,605562,4,"A Wrinkle in Time (Time Series, #1)"
2063,960,4,"Angels & Demons  (Robert Langdon, #1)"
2063,10617,4,The Bachman Books
2063,43615,5,The Gunslinger
2063,301205,4,My Sister the Moon
2063,122745,4,Brother Wind
2063,12024,5,"Twilight (Twilight, #1)"
2063,234225,4,Dune (Dune Chronicles #1)
2063,763837,4,A Natural History of Love
2063,827,4,"The Diamond Age: or, A Young Lady's Illustrated Primer"
2063,830,4,Snow Crash
2063,816,4,Cryptonomicon
2063,825,4,Zodiac
2063,771858,4,Little Heathens: Hard Times and High Spirits on an Iowa Farm During the Great Depression
2063,128029,4,A Thousand Splendid Suns
2063,6867,4,Atonement
2063,43641,4,Water for Elephants
2063,99953,5,Collected Writings: Common Sense/The Crisis/Rights of Man/The Age of Reason/Pamphlets/Articles & Letters
2063,5220,5,The Poisonwood Bible
2063,442119,4,"The Pillars of the Earth (The Kingsbridge Series, #1)"
2063,48757,4,The Tao of Pooh
2063,547094,4,I Am Legend and Other Stories
2063,33512,4,"One Thousand White Women: The Journals of May Dodd (One Thousand White Women, #1)"
2063,52036,5,Siddhartha
2063,10964,5,"Outlander (Outlander, #1)"
2063,1098135,4,Stalking the Wild Asparagus
